,Unnamed: 0,Unnamed: 0.1,_merge,anios_de_experiencia,cambio_de_residencia,cantidad_de_vacantes,date,departamento,descripcion,disponibilidad_viajes,edad,educacion_minima,empresa,fecha_online,idiomas,jornada,licencia_conducir,localidad,puesto,rama_de_actividad,salario,sexo,tamanio_empresa,tipo_de_contrato,url_oferta
634,634,634.0,,1.0, No,,2/17/2020,,"Empresa lider en su ramo te invita a participar en su equipo de trabajo como Ejecutivo de Ventas.Si tienes gustos por las ventas este es el lugar perfecto para ti, solo trabaja 5 horas y genera ingresos superiores a $15,000 por comisiones, nosotros te ofrecemos:*Pago semanal (sueldo base y comisiones)*Capacitacion Pagada*Contratacion inmediata*Excelente esquema de comisiones que va de un 4% a 7% por venta realizada*Plan de carrera*Crecimiento a corto plazo*Congresos, rifas de autos, convenciones nacionales e internacionales, premio a la constancia, todo esto patrocinado por la empresa.Solo necesitas:*Escolaridad: Licenciatura *Experiencia minima de 1 ano en ventas*Disponibilidad de MEDIO tiempo*Facilidad de palabra*Buena Actitud*Gusto por las ventas*Excelente presentacion*Zona a laborar Torre Cuarzo, Reforma #26 Col. JuarezHorarios:--LUNES A SABADO(MEDIO TIEMPO) Y DESCANSAN LOS DIAS DOMINGOS* 14:30 PM A 20:00 HRS (VESPERTINO)* Y LO SABADOS DE 9:00AM A 14:00 hrs* DESCANSO LOS DIAS DOMINGOSPOSTULATE POR ESTE MEDIO O ENVIA WATSSAP LIC. JISELA BUSTAMANTE 5543815473.", No, A partir de 25 anos, Educacion superior - Licenciatura,GAYOSSO,15 febrero,,Contrato por tiempo indeterminado,,Ciudad de México DF,Asesor de Ventas y Cobranza - Oaxaca de Juárez,Venta al consumidor,,,"Más de 1,000 trabajadores",Medio tiempo,/ofertas-de-trabajo/oferta-de-trabajo-de-vendedor-comercial-ingresos-superiores-a-15000-en-benito-juarez-6F81421CEC20509061373E686DCF3405
635,635,635.0,,, No,,2/17/2020,,"OFRECEMOS:HORARIOS: MATUTINO DE 9:00 A 2:30 DE LUNES A VIERNES Y SABADO DE 10:00 A 2:00                       VESPERTINO DE 2:30 A 8:00 DE LUNES A VIERNES Y SABADO DE 10:00 A 2:00                       30 MIN DE BREACKSUELDO BASE SEMANAL ESQUEMA DE COMISIONES DE $5000 A 20000 SEMANALESPRESTACIONES DE LEY DESDE EL PRIMER DIASEGURO DE GASTOS MEDICOSSEGURO DE VIDATARJETA DE DESCUENTOSINCENTIVOS MENSUALES (PREMIOS EN EFECTIVO, VIAJES, CONVENCIONES, PREMIOS DE CONSTANCIA)CAPACITACION CONSTANTEPLAN DE CARRERA (CRECIMIENTO A CORTO O MEDIANO PLAZO)CERTIFICACIONES CONSTANTES CONTRATACION INMEDIATA	ZONA DE TRABAJO CENTRICA Y EXCLUSIVA (AV. PASEO DE LA REFORMA TORRE CUARZO)Daniel Gonzalez 5.5.1,1.9.1.5.4.2.5", No, entre 23 y 57 anos, Educacion superior - Licenciatura,GAYOSSO,14 febrero,,Contrato por tiempo indeterminado,,Ciudad de México DF,Ejecutivo de Ventas  - Ramo inmobiliario,Venta al consumidor,"$ 15.000,00 (Mensual)",,"Más de 1,000 trabajadores",Medio tiempo,/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-comercialmedio-tiemposueldo-base-fijocomisiones--comisiones-5000-a-20000prestaciones-superiores-en-cuauhtemoc-7B7111B9821FE53461373E686DCF3405
636,636,636.0,,2.0, No,,2/17/2020,,"2 anos minimo de experiencia en area de atencion a clientes, inventarios, recepcion y conteo de mercancia, elaboracion de rutas a chofer repartidor.Atencion a clientes, recepcion de facturas, entrega de material, verificacion de cantidades y especificaciones de material, registro de entradas y salidas de mercancia, recepcion de devoluciones. Ordenada, Responsable, Actitud de servicio.", No, entre 27 y 40 anos, Educacion media superior -Bachillerato General,,14 febrero,,Contrato por tiempo indeterminado,,Querétaro,Representante de ventas/ Ingreso superior a 15000 - Contratación inmediata,,"$ 8.040,00 (Mensual)",,,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-recibo-experiencia-en-almacen-en-queretaro-78D3C237611E448A61373E686DCF3405
637,637,637.0,,1.0, No,,2/17/2020,,TE ESTAMOS BUSCANDOForma parte de nuestro equipo de trabajo!!!!!Megacable solicita: Cajer@DESCRIPCION:Realizar de forma eficiente y personalizada el cobro de los servicios prestados por Megacable Comunicaciones.REQUISITOS:-Edad: 20 a 35 anos-Sexo: Indistinto -Escolaridad Minima: Preparatoria -Experiencia en atencion al cliente-Facilidad de palabra-Disponibilidad de horarioOFRECEMOS:-Sueldo base-Capacitacion y prestaciones superiores a la de ley-Servicio de cable gratis Interesados postularse a la vacante o acudir a las oficinas en calle magnolia #212 colonia san juan de Lunes a Viernes de  9 a 18 HRS con solicitud elaborada., No, entre 20 y 35 anos, Educacion media superior -Bachillerato General,Megacable,13 febrero,,Contrato por tiempo indeterminado,,Nayarit,Cajero Parcial Soriana 20 de Noviembre,Telecomunicaciones,,,"Más de 1,000 trabajadores",Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-cajeroa-en-tepic-CE2A6D820F202CB761373E686DCF3405
638,638,638.0,,1.0, No,,2/17/2020,,"Empresa importante solicita AUDITOR DE PROCESOS RHRequisitos:Licenciatura en Administracion, Contaduria, Psicologia.Disponibilidad para viajarExperiencia minima de 3 anos en descripciones / perfiles de puestoFunciones del puesto:Revision de las politicas, los procedimientos, la documentacion y los sistemasde recursos humanos, para identificar las necesidades de mejora ycrecimiento de la funcion de recursos humanos, principalmente para perfilesde puestos, contrataciones y capacitacion.Realizar auditorias y revisiones de la empresa a procesos de RecursosHumanos (reclutamiento y seleccion, capacitacion y desarrollo de talento).Identificar y analizar los riesgos potenciales, ademas de planificar estrategiaspara prevenirlos, reducirlos y eliminarlos.Difundir las observaciones realizadas y las recomendaciones pertinentesCoadyuvar en la elaboracion de manuales y politica de control interno, delarea de capital humano.Ofrecemos:Sueldo atractivoPrestaciones de LeyHorario de trabajo de Lunes a Viernes de 08:00 a.m. a 06:00 p.m. y Sabados medio dia.Somos una empresa que no cobra a los candidatos por ningun proceso de reclutamiento, interesados postularse por este medio.", No, entre 28 y 40 anos, Educacion superior - Licenciatura,Human Experience,13 febrero,,Contrato por tiempo indeterminado,,Yucatán,Supervisor/a - de tienda,RRHH / Personal,"$ 13.000,00 (Mensual)",,51-200 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-auditor-de-recursos-humanos-en-merida-F46B586BEB87FB5F61373E686DCF3405
639,639,639.0,,, No,,2/17/2020,,"Nuestros colaboradores son sin duda uno de los elementos mas valiosos de nuestra empresa. Es por ello que constantemente estamos en busqueda de gente emprendedora, comprometida y dispuesta a asumir retos. Personas que con sus habilidades, conocimientos y aptitudes contribuyan con el logro de los objetivos de la empresa.Hoy queremos agrandar nuestro equipo de trabajo, buscando personal con talento como:Analista administrativoEscolaridad: Licenciatura en Administracion y ContabilidadExperiencia:Minimo 6 meses en captura de informacionZona de trabajo: CarsoFunciones: Registro y captura de solicitudes de pagoConocimientos: Excelente manejo de ExcelOfrecemos:Sueldo: $12, 479 mensuales        Apoyo de transporte        Bonificacion electronica        Seguro de vida        Fondo de ahorro.        Caja de ahorro        Aguinaldo", No, entre 20 y 30 anos, Educacion superior - Licenciatura,la Comer (Fresko),"Hoy, 10:05 a. m.", Espanol ,Contrato por tiempo indeterminado,,Ciudad de México DF,Promotores de ventas/ Con o sin experiencia,Venta al consumidor,"$ 12.439,00 (Mensual)",,51-200 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-analista-administrativo-en-miguel-hidalgo-471EA34A29128EDB61373E686DCF3405
640,640,640.0,,, Si,,2/17/2020,,"Reconocida empresa a nivel nacional, por expansion solicita:		ASESOR DE AUTOS MULTIMARCARequisitos:	Sexo: indistinto	Edad: 20-55 anos	Escolaridad: bachillerato trunco	Deseable experiencia en ventas, en caso de no tener nosotros te capacitamos y te certificamos	Nacionalidad Mexicana o Residencia PermanenteHabilidades:	Facilidad de palabra	Poder de convencimiento	Gusto por las ventas	Pro activoOfrecemos:	Ingresos superiores a los $15,000 al cumplir objetivo de ventas	Excelentes ingresos semanales y mensuales	Plan de capacitacion y certificacion con valor curricular	Excelente ambiente laboral Si eres una persona visionaria con gran capacidad para las ventas y gusto por las mismas no esperes mas ni pierdas la oportunidad de generar grandes ingresos... Postulate!", Si, entre 20 y 55 anos, Educacion media superior -Bachillerato General,Grupo Autofin Monterrey,14 febrero,,Contrato por tiempo indeterminado,,Nuevo León,Telemarketing Soporte Técnico - Medio Turno Vespertino,Venta al consumidor,,,"501-1,000 trabajadores",Medio tiempo,/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-de-autos-multimarca-en-monterrey-45A0A0AA0C6D275661373E686DCF3405
641,641,641.0,,, Si,,2/17/2020,,"Gepp solicita: Ayudante repartidor de garrafonen la zona del panteon de MezquitanRequisitos:- Escolaridad minima- Lic. de Chofer vigente (indispensable)-Exp. en carga y descarga-Exp. camion 3.5 Toneladas o tornon- Disponibilidad de horario.Ofrecemos:- Sueldo base + comisiones $1,700 a $2,200 a la semana- Prestaciones superiores de Ley    + Bono de asistencia y puntualidad    + Fondo de ahorro    + Caja de ahorro 3%    + Prima vacacional 50%    + Aguinaldo 30 dias    + Utilidades    + Seguro de vida    +Apoyo por fallecimientoIMSSVACACIONESAL ANO   +cumpleanos con goce de sueldo    +apoyo vacacional Interesados enviar su CV al correo senalado con el Asunto Ayudante de chofer repartidor de garrafon GDL, indispensable cumplir con el perfil. Tipo de puesto: Tiempo completo, Comision, Indefinido", Si, entre 20 y 50 anos, Educacion secundaria,GEPP,12 febrero,,Contrato por tiempo indeterminado, B ,Jalisco,Ejecutivo call center (ventas) / medio tiempo  - comisiones mensuales hasta 15000,Venta al consumidor,"$ 6.800,00 (Mensual)",,"Más de 1,000 trabajadores",Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-ayudantde-de-chofer-repartidor-de-garrafon-gdl-centro-en-tonala-5692F818104A62F461373E686DCF3405
642,642,642.0,,, No,,2/17/2020,,"****TELCEL****Solicita por expansion ""PROMOTOR DE PORTABILIDAD TELCEL EN CAMPO""Actividades:-Dar promociones y cambio de compania telefonica conservando el mismo numero telefonicoRequisitos:-Con o sin experiencia en ventas/promotoria por cambaceo-Gusto por las ventas y atencion al cliente-Buena condicion fisica y de salud-Actitud extrovertida Horario:-Lunes a sabado de 10:00 am a 6:00 pm-Descanso los domingos Ofrecemos:- Ingreso semanal APROXIMADO de $1,800 pesos (Sueldo base+Comisiones+Bonos)-Bono de productividad mensual de $2,000 pesos - Prestaciones de ley desde primer dia (IMSS, INFONAVIT, FONACOT, utilidades, doble aguinaldo, vacaciones)-Comisionas desde el primer dia!-Bonos acumulables- Desarrollo profesional a corto plazo- Buen ambiente de trabajo-Contratacion inmediata!! ***SE TE UBICA EN UN LUGAR ALEDANO A DONDE RESIDES ACTUALMENTE*****NO ES EN PUNTO FIJO**Mas informacion:5548101916", No, entre 18 y 59 anos, Educacion secundaria,CONSULTORIA IDEAL,14 febrero,,Contrato por tiempo indeterminado,,Estado de México,Asesor Financiero en Walmart estudiantes medio tiempo de Lun a Vier /  fines de semana KGV,RRHH / Personal,"$ 8.000,00 (Mensual)",,"Más de 1,000 trabajadores",Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-promotor-de-cambaceo--1800semanales-en-cuautitlan-izcalli-1230BD1E1476133F61373E686DCF3405
643,643,643.0,,, No,,2/17/2020,,"DANONE desarrolla TU POTENCIAL al maximo En DANONE queremos que desarrolles tu potencial al maximoUnete a nuestro equipo y comprueba que #LAOPORTUNIDADQUEBUSCASESTAENDANONEPROMOTORES DE VENTAS Requisitos:Experiencia: Minimo 6 meses en inventarios Cambio de precios rotacion de productos ajustes de inventarios en tienda de autoservicio Generar pedidos y recibirlos en tienda de autoservicio, negociar con jefes de piso frentes, exhibiciones, pedido, extras, autorizacion de cartas acceso a tiendas de autoservicio. Se solicita personal dinamico, con actitud de servicio.Escolaridad SecundariaExperiencia minimo seis meses en el area (camara fria preferentemente)Disponibilidad de horariosOfrecemosSueldo base $6,1000 + Vales de despensa $550 + Bono de hasta $2,000Prestaciones superiores a las de la leyPlan de carrera y entrenamiento continuo#LAOPORTUNIDADQUEBUSCASESTAENDANONETiendas a visitar:SORIANA URBANIAFRESKO SANIASORIANA CITY TOWERSORIANA TERRANOVA", No, entre 20 y 45 anos, Educacion secundaria,Triple I,12 febrero,,Contrato por tiempo indeterminado,,Jalisco,Vendedores/ con o sin experiencia - Capacitación pagada/ Con o sin experiencia,RRHH / Personal,"$ 8.000,00 (Mensual)",,51-200 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-danone-desarrolla-tu-potencial-al-maximo--promotores-de-ventas--en-guadalajara-C215837B0832429661373E686DCF3405
644,644,644.0,,2.0, Si,,2/17/2020,,"Licenciatura en Administracion de empresas, Lic. En Piscologia o a finExperiencia solida y comprobable en Recursos Humanos a nivel JefaturaDisponibilidad para viajarManejo de automovilActividades:Reclutamiento y seleccion de personalAsesoria de procesos, politicas y ejecucion de los mismosManejo de personalCapacitacion y DesarrolloGestion de plantilla de personal", Si, entre 28 y 40 anos, Educacion superior - Licenciatura,BANCO AZTECA,14 febrero,,Contrato por tiempo indeterminado, B ,Veracruz,Vendedor MetLife,Finanzas / Banca,"$ 15.500,00 (Mensual)",,"Más de 1,000 trabajadores",Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-especialista-de-recursos-humanos-recursos-humanos-poza-rica-en-poza-rica-de-hidalgo-205BF43FF3C4F71C61373E686DCF3405
645,645,645.0,,1.0, No,,2/17/2020,,Empresa lider en venta de servicios intangibles por expansion esta solicitando:Asesores de Ventas Sr.ZONA: REFORMAContar con 8 meses de experiencia en Ventas Telefonicas o Ventas presenciales Licenciatura ConcluidaOfrecemos: Salario Base $3200 mensualesComisiones hasta del 7%Pago SemanalContratacion inmediataCapacitacion certificadaIMSSSeguro de VidaSeguro de Gastos MedicosTarjeta de descuentosservicio de transporte gratuitoCrecimiento laboralViajes y RifasPostulate por este medio, No, entre 26 y 60 anos, Educacion superior - Licenciatura,GAYOSSO,"Hoy, 07:36 a. m.",,Contrato por tiempo indeterminado,,Ciudad de México DF,Reclutador Jr - Zona Tlalpan,Venta al consumidor,,,"Más de 1,000 trabajadores",Medio tiempo,/ofertas-de-trabajo/oferta-de-trabajo-de-genera-comisiones-arriba-de-10000-asesor-de-telemarketing-sr-medio-tiempo-en-iztapalapa-1B40DAE9861EF1FA61373E686DCF3405
646,646,646.0,,2.0, No,,2/17/2020,,"ANALISTA DE SISTEMAS Y SOPORTE TECNICORESPONSABILIDADES:	Administrar el inventario de equipo de computo y programas informaticos, brindar mantenimiento a servidores, mantener contacto con proveedores de impresoras para su optimo funcionamiento.	Administrar y supervisar las licencias y passwords, sistemas de red de datos, los sistemas de seguridad y respaldos.	Asignacion de correos electronicos y configuracion de equipos.	Mantenimiento correctivo y preventivo del software y Hardware, equipo de computo en sitio, red de comunicacion y circuito cerrado.	Estructura y conectividad para redes de datos locales y remotas.	Gestionar mesa de ayuda a usuarios: atencion y soporte tecnico.	Administrar y dar mantenimiento a sitio web y redes sociales.PERFIL Sexo: MasculinoEscolaridad: Ing. en Sistemas computacionales, Informatica o a fin.Conocimientos: Sistemas Operativos, Redes de Comunicacion remotas y virtuales, administracion de Sistemas Operativo, Sistemas ASPEL: SAE, COI, NOI, PROD, etc. y manejo de redes sociales.Experiencia: Minima de 2 ano en Soporte Tecnico.Habilidades: Para la reparacion y mantenimiento de equipo de computo, mantenimiento a servidores, conectividad para redes de datos locales y remotos, asesoria y apoyo tecnico a usuarios, Actualizaciones, etc.Competencias: Iniciativa, habilidad tecnica y de analisis, orientado a resultados, trabajo bajo presion y trabajo en equipo.OFRECEMOS:Oportunidad de Crecimiento y Desarrollo, Prestaciones de Ley, Excelente ambiente de trabajo.", No, entre 28 y 40 anos, Educacion superior - Licenciatura,Grupo Esmah,16 enero, Espanol ,Contrato por tiempo indeterminado,,Morelos,Ingeniero de producto,Venta al por mayor,"$ 10.000,00 (Mensual)",,1-10 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-sistemas-y-soporte-tecnico-con-experiencia-en-mantenimiento-y-soporte-tecnico-en-jiutepec-1EE2E73C6EF32B2D61373E686DCF3405
647,647,647.0,,3.0, No,,2/17/2020,,"Adecco Better Work, Better LifeSolicita Ingenieria   o Carrera TecnicaExperiencia  minimo de 2 anos en LogisticaContar con Licencia  de manejo de montacargas Licencia de manejo  tipo ""A""Habilidades:Organizacionpro-activoLiderazgoActividades:* Recepcion de materiales* Control de almacenes* Inventarios* Apoyo a tareas  de aprovisionamiento  y recoleccion de materiales* Capacitacion a  personal de nueva incorporacion* Colaboracion  y comunicacion con Planeacion* Seguimiento a procedimientos de Calidad* Elaboracion de reportesOfrecemos:Sueldo $ 15,000Prestaciones de LeySeguro de vida", No, entre 34 y 45 anos, Educacion media superior - Educacion Profesional T,Adecco,13 febrero,,Contrato por tiempo indeterminado, A ,Querétaro, Ingeniero SAP Master Data,RRHH / Personal,"$ 15.000,00 (Mensual)",,"501-1,000 trabajadores",Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-supervisor-de-logistica-san-juan-del-rio-en-san-juan-del-rio-ADAE9C3A8833639161373E686DCF3405
648,648,648.0,,1.0, No,,2/17/2020,,"Banco Azteca solicita Cajero Bancario TemporalRequisitos	Escolaridad Preparatoria terminada. (preferente licenciatura)	Experiencia comprobable en manejo de efectivo como cajero o un puesto similar por lo menos de un anoActividades.	Atencion y servicio al cliente.	Manejo de efectivo.	Traspasos, depositos, dotaciones y arqueos.Ofrecemos	Sueldo semanal competitivo	Esquema de compensacion.	Estabilidad y crecimiento laboral.	Uniformes y capacitacion.Interesados Postularse por este medio o Mandar whatsApp a el numero que aparece en el contacto", No, entre 20 y 45 anos, Educacion media superior -Bachillerato General,BANCO AZTECA,13 febrero,,Contrato por temporada,,Tlaxcala,Coordinador import/export,Finanzas / Banca,"$ 7.000,00 (Mensual)",,"Más de 1,000 trabajadores",Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-cajero-universal-temporal-suc-zacatelco-tlaxcala-en-zacatelco-BB3E89B3FD6428F561373E686DCF3405
649,649,649.0,,, Si,,2/17/2020,,"Buscas obtener un ingreso extra con un horario flexible que se ajuste a tus necesidades?Requisitos:	Indispensable Bachillerato terminado (certificado oficial)	35 a 55 anos de edad	Facilidad para relacionarse	Dinamico (a)	TenazOfrecemos:	Horario flexible	Bonos y Comisiones por arriba del sector	Plan de carreraZONA CULIACAN, SINALOACONTACTOFrancisco Chavez Prieto 6671263696********@hotmail.com", Si, entre 20 y 45 anos, Educacion media superior -Bachillerato General,,10 febrero,,Otro tipo de contrato,,Sinaloa,Gerente en empresa de Telefonia  - Zona: Sendero Tijuana ,,,,,Medio tiempo,/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-financiero-en-culiacan-ECE1A0BED5E4C59D61373E686DCF3405
